,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment_mode,cogs,gross margin percentage,gross income,Rating,Rating_range,Hour,Minute,Day,Month,Year
643,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,609.168,2019-03-30,19:26,Credit card,580.16,4.761904762,29.008,4.0,3-4,19,26,30,March,2019
644,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16,15:53,Ewallet,60.25,4.761904762,3.0125,5.5,5-6,15,53,16,February,2019
645,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,18:43,Ewallet,174.24,4.761904762,8.712,8.7,8-9,18,43,18,January,2019
646,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,442.323,2019-03-30,14:58,Cash,421.26,4.761904762,21.063,7.4,7-8,14,58,30,March,2019
647,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,19:55,Cash,33.63,4.761904762,1.6815,5.6,5-6,19,55,20,March,2019
648,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,32.529,2019-01-16,15:10,Cash,30.98,4.761904762,1.549,6.3,6-7,15,10,16,January,2019
649,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,16:44,Cash,247.4,4.761904762,12.37,7.1,7-8,16,44,24,February,2019
650,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,18:22,Ewallet,378.3,4.761904762,18.915,7.8,7-8,18,22,15,January,2019
651,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,11:52,Cash,334.86,4.761904762,16.743,9.9,9-10,11,52,22,January,2019
652,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24,Cash,727.8,4.761904762,36.39,7.3,7-8,17,24,3,February,2019
653,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,15:31,Ewallet,335.88,4.761904762,16.794,5.1,5-6,15,31,6,March,2019
654,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,18:04,Credit card,240.72,4.761904762,12.036,9.4,9-10,18,4,16,February,2019
655,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,14:13,Credit card,47.07,4.761904762,2.3535,5.8,5-6,14,13,14,March,2019
656,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,10:23,Credit card,99.69,4.761904762,4.9845,8.0,7-8,10,23,27,February,2019
657,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,10:11,Ewallet,264.45,4.761904762,13.2225,7.9,7-8,10,11,18,January,2019
658,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,15:48,Cash,139.65,4.761904762,6.9825,5.9,5-6,15,48,29,January,2019
659,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,17:46,Credit card,55.45,4.761904762,2.7725,4.9,4-5,17,46,26,February,2019
660,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46,Cash,128.91,4.761904762,6.4455,9.3,9-10,11,46,3,February,2019
661,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,2019-01-16,12:07,Credit card,119.98,4.761904762,5.999,7.9,7-8,12,7,16,January,2019
662,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14,Credit card,352.5,4.761904762,17.625,5.9,5-6,18,14,24,March,2019
663,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45,Credit card,871.0,4.761904762,43.55,9.9,9-10,14,45,12,February,2019
664,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,11:39,Cash,197.6,4.761904762,9.88,7.7,7-8,11,39,21,February,2019
665,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44,Ewallet,194.52,4.761904762,9.726,7.6,7-8,15,44,4,February,2019
666,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06,Ewallet,173.22,4.761904762,8.661,7.7,7-8,13,6,20,February,2019
667,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43,Ewallet,71.88,4.761904762,3.594,6.4,6-7,20,43,23,February,2019
668,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,14:19,Ewallet,286.26,4.761904762,14.313,4.4,4-5,14,19,16,February,2019
669,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,10:01,Credit card,81.24,4.761904762,4.062,4.1,4-5,10,1,17,January,2019
670,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30,Ewallet,560.4,4.761904762,28.02,4.4,4-5,19,30,14,January,2019
671,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34,Cash,186.8,4.761904762,9.34,5.5,5-6,16,34,30,March,2019
672,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10,Ewallet,220.23,4.761904762,11.0115,4.0,3-4,13,10,2,March,2019
673,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,17:10,Credit card,269.12,4.761904762,13.456,9.3,9-10,17,10,15,February,2019
674,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,454.8,4.761904762,22.74,4.8,4-5,10,22,1,March,2019
675,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,19:57,Cash,167.54,4.761904762,8.377,4.6,4-5,19,57,24,February,2019
676,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29,Credit card,448.56,4.761904762,22.428,7.3,7-8,19,29,19,February,2019
677,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30,Cash,293.88,4.761904762,14.694,6.0,5-6,18,30,23,February,2019
678,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,14:27,Ewallet,589.5,4.761904762,29.475,8.1,8-9,14,27,7,February,2019
679,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57,Ewallet,291.0,4.761904762,14.55,9.4,9-10,13,57,11,January,2019
680,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,39.48,4.761904762,1.974,6.5,6-7,19,43,12,February,2019
681,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,10:11,Credit card,34.81,4.761904762,1.7405,7.0,6-7,10,11,14,January,2019
682,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46,Ewallet,295.92,4.761904762,14.796,7.1,7-8,13,46,9,January,2019
683,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,12:22,Ewallet,42.96,4.761904762,2.148,6.6,6-7,12,22,27,February,2019
684,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,19:20,Ewallet,138.48,4.761904762,6.924,4.9,4-5,19,20,24,January,2019
685,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,98.2,4.761904762,4.91,6.4,6-7,12,58,8,January,2019
686,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59,Credit card,129.66,4.761904762,6.483,8.0,7-8,11,59,8,January,2019
687,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59,Cash,635.6,4.761904762,31.78,4.3,4-5,17,59,16,January,2019
688,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,12:51,Cash,145.76,4.761904762,7.288,6.1,6-7,12,51,13,March,2019
689,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,10:36,Cash,201.3,4.761904762,10.065,7.5,7-8,10,36,15,February,2019
690,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,13:38,Cash,631.71,4.761904762,31.5855,6.7,6-7,13,38,25,January,2019
691,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39,Ewallet,385.28,4.761904762,19.264,5.2,5-6,19,39,12,March,2019
692,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44,Cash,486.3,4.761904762,24.315,8.8,8-9,12,44,4,March,2019
693,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56,Cash,513.66,4.761904762,25.683,9.5,9-10,13,56,10,February,2019
694,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,14:42,Cash,473.4,4.761904762,23.67,7.6,7-8,14,42,16,January,2019
695,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45,Cash,436.85,4.761904762,21.8425,6.6,6-7,19,45,29,January,2019
696,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,20:26,Ewallet,108.16,4.761904762,5.408,6.9,6-7,20,26,1,January,2019
697,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46,Ewallet,248.76,4.761904762,12.438,4.3,4-5,19,46,6,January,2019
698,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,19:38,Credit card,626.22,4.761904762,31.311,7.8,7-8,19,38,19,February,2019
699,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18,Ewallet,975.0,4.761904762,48.75,8.0,7-8,16,18,12,January,2019
700,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,12:23,Ewallet,483.28,4.761904762,24.164,9.6,9-10,12,23,7,February,2019
701,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,19:11,Credit card,96.96,4.761904762,4.848,4.3,4-5,19,11,27,March,2019
702,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,18:57,Credit card,197.7,4.761904762,9.885,5.0,4-5,18,57,27,February,2019
703,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18,Cash,724.23,4.761904762,36.2115,9.2,9-10,11,18,6,January,2019
704,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,12:40,Cash,795.51,4.761904762,39.7755,6.3,6-7,12,40,2,March,2019
705,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,14:06,Cash,502.39,4.761904762,25.1195,8.9,8-9,14,6,29,March,2019
706,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,20:48,Ewallet,172.0,4.761904762,8.6,7.6,7-8,20,48,31,January,2019
707,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,20:13,Cash,68.98,4.761904762,3.449,4.8,4-5,20,13,21,January,2019
708,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,20:37,Ewallet,124.96,4.761904762,6.248,9.1,9-10,20,37,20,January,2019
709,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,17:59,Ewallet,77.1,4.761904762,3.855,6.1,6-7,17,59,17,January,2019
710,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18,Cash,483.72,4.761904762,24.186,9.1,9-10,20,18,28,February,2019
711,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,15:52,Ewallet,302.12,4.761904762,15.106,8.3,8-9,15,52,19,March,2019
712,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,15:14,Ewallet,698.67,4.761904762,34.9335,7.2,7-8,15,14,19,February,2019
713,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50,Ewallet,124.65,4.761904762,6.2325,6.0,5-6,12,50,4,February,2019
714,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36,Ewallet,789.6,4.761904762,39.48,8.5,8-9,10,36,31,January,2019
715,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,178.4,4.761904762,8.92,6.6,6-7,18,33,6,February,2019
716,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,16:06,Ewallet,500.22,4.761904762,25.011,4.5,4-5,16,6,28,March,2019
717,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,12:47,Credit card,35.82,4.761904762,1.791,8.1,8-9,12,47,19,January,2019
718,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,13:34,Credit card,136.14,4.761904762,6.807,7.2,7-8,13,34,17,February,2019
719,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,15:04,Credit card,104.88,4.761904762,5.244,6.1,6-7,15,4,18,January,2019
720,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42,Cash,178.92,4.761904762,8.946,7.1,7-8,20,42,2,February,2019
721,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,15:28,Cash,815.67,4.761904762,40.7835,5.1,5-6,15,28,18,January,2019
722,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,13:45,Credit card,132.36,4.761904762,6.618,7.9,7-8,13,45,18,March,2019
723,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,20:10,Cash,257.39,4.761904762,12.8695,7.4,7-8,20,10,11,January,2019
724,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53,Ewallet,93.36,4.761904762,4.668,7.4,7-8,18,53,4,February,2019
725,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24,Cash,228.0,4.761904762,11.4,6.6,6-7,14,24,6,February,2019
726,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42,Credit card,166.71,4.761904762,8.3355,5.9,5-6,11,42,8,January,2019
727,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49,Credit card,697.4,4.761904762,34.87,8.9,8-9,17,49,5,March,2019
728,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,15:33,Ewallet,389.04,4.761904762,19.452,6.8,6-7,15,33,16,March,2019
729,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,10:54,Cash,365.26,4.761904762,18.263,9.3,9-10,10,54,9,March,2019
730,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23,Credit card,89.28,4.761904762,4.464,4.4,4-5,16,23,1,March,2019
731,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,19:33,Ewallet,168.0,4.761904762,8.4,4.8,4-5,19,33,28,February,2019
732,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39,Ewallet,19.7,4.761904762,0.985,9.5,9-10,11,39,8,February,2019
733,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,10:38,Ewallet,531.16,4.761904762,26.558,8.9,8-9,10,38,24,January,2019
734,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03,Ewallet,53.72,4.761904762,2.686,6.4,6-7,20,3,1,March,2019
735,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39,Credit card,819.5,4.761904762,40.975,6.0,5-6,12,39,10,March,2019
736,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,15:59,Credit card,568.4,4.761904762,28.42,8.1,8-9,15,59,23,March,2019
737,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26,Ewallet,587.6,4.761904762,29.38,9.0,8-9,14,26,29,January,2019
738,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,18:22,Ewallet,732.48,4.761904762,36.624,6.0,5-6,18,22,12,January,2019
739,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,11:32,Cash,845.64,4.761904762,42.282,9.8,9-10,11,32,20,March,2019
740,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,12:41,Cash,389.27,4.761904762,19.4635,8.5,8-9,12,41,23,March,2019
741,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,2019-01-14,15:20,Ewallet,84.83,4.761904762,4.2415,8.8,8-9,15,20,14,January,2019
742,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33,Ewallet,143.26,4.761904762,7.163,8.8,8-9,14,33,12,February,2019
743,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,15:29,Ewallet,75.38,4.761904762,3.769,9.5,9-10,15,29,20,February,2019
744,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,16:19,Credit card,253.36,4.761904762,12.668,5.6,5-6,16,19,2,January,2019
745,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,16:33,Cash,38.42,4.761904762,1.921,8.6,8-9,16,33,2,February,2019
746,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07,Credit card,652.3,4.761904762,32.615,5.2,5-6,19,7,8,January,2019
747,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,14:43,Credit card,52.65,4.761904762,2.6325,5.8,5-6,14,43,30,January,2019
748,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,19:28,Credit card,110.61,4.761904762,5.5305,8.0,7-8,19,28,26,March,2019
749,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,20:44,Cash,568.61,4.761904762,28.4305,9.0,8-9,20,44,15,January,2019
750,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,11:16,Ewallet,89.28,4.761904762,4.464,4.1,4-5,11,16,14,March,2019
751,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,136.4,4.761904762,6.82,8.6,8-9,10,31,3,February,2019
752,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30,Ewallet,174.2,4.761904762,8.71,7.0,6-7,12,30,22,February,2019
753,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05,Ewallet,366.4,4.761904762,18.32,8.4,8-9,15,5,24,January,2019
754,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30,Ewallet,254.61,4.761904762,12.7305,7.4,7-8,18,30,25,January,2019
755,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,13:18,Credit card,778.32,4.761904762,38.916,6.2,6-7,13,18,9,March,2019
756,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28,Ewallet,285.92,4.761904762,14.296,4.9,4-5,15,28,17,February,2019
757,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52,Cash,579.12,4.761904762,28.956,4.5,4-5,11,52,11,January,2019
758,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,18:24,Ewallet,188.5,4.761904762,9.425,5.6,5-6,18,24,27,February,2019
759,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,15:19,Ewallet,221.56,4.761904762,11.078,8.0,7-8,15,19,25,March,2019
760,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,772.0,4.761904762,38.6,5.6,5-6,10,38,11,February,2019
761,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,15:12,Credit card,721.3,4.761904762,36.065,4.2,4-5,15,12,31,January,2019
762,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,17:48,Ewallet,511.04,4.761904762,25.552,9.9,9-10,17,48,20,January,2019
763,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,11:07,Ewallet,53.45,4.761904762,2.6725,7.6,7-8,11,7,26,March,2019
764,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48,Credit card,222.0,4.761904762,11.1,6.6,6-7,15,48,20,January,2019
765,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,19:40,Ewallet,763.68,4.761904762,38.184,4.7,4-5,19,40,5,March,2019
766,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30,Credit card,228.18,4.761904762,11.409,9.8,9-10,20,30,5,January,2019
767,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,13:59,Cash,82.14,4.761904762,4.107,6.3,6-7,13,59,13,February,2019
768,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,18:51,Cash,382.56,4.761904762,19.128,7.9,7-8,18,51,16,March,2019
769,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,2019-01-15,17:24,Cash,68.58,4.761904762,3.429,7.7,7-8,17,24,15,January,2019
770,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,11:58,Ewallet,382.16,4.761904762,19.108,4.5,4-5,11,58,26,February,2019
771,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01,Credit card,601.09,4.761904762,30.0545,8.0,7-8,19,1,27,February,2019
772,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,16:50,Ewallet,475.93,4.761904762,23.7965,5.7,5-6,16,50,17,February,2019
773,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22,Credit card,52.42,4.761904762,2.621,6.3,6-7,10,22,6,February,2019
774,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,16:46,Cash,131.3,4.761904762,6.565,6.0,5-6,16,46,17,January,2019
775,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,18:08,Credit card,144.3,4.761904762,7.215,8.0,7-8,18,8,22,January,2019
776,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02,Credit card,457.17,4.761904762,22.8585,4.2,4-5,18,2,5,March,2019
777,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07,Cash,93.38,4.761904762,4.669,9.6,9-10,13,7,3,January,2019
778,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,17:52,Cash,126.25,4.761904762,6.3125,6.1,6-7,17,52,20,March,2019
779,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,20:32,Ewallet,790.83,4.761904762,39.5415,5.6,5-6,20,32,31,January,2019
780,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,19:24,Cash,174.4,4.761904762,8.72,8.3,8-9,19,24,19,February,2019
781,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06,Ewallet,379.04,4.761904762,18.952,7.8,7-8,16,6,11,February,2019
782,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,14:14,Credit card,30.62,4.761904762,1.531,4.1,4-5,14,14,5,February,2019
783,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,17:36,Cash,352.08,4.761904762,17.604,8.8,8-9,17,36,3,March,2019
784,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08,Ewallet,50.8,4.761904762,2.54,4.1,4-5,13,8,24,February,2019
785,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,16:09,Credit card,522.06,4.761904762,26.103,9.0,8-9,16,9,4,February,2019
786,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,11:33,Ewallet,575.12,4.761904762,28.756,5.5,5-6,11,33,19,February,2019
787,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,10:18,Credit card,54.95,4.761904762,2.7475,9.3,9-10,10,18,23,January,2019
788,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,2019-01-14,10:55,Credit card,181.41,4.761904762,9.0705,5.6,5-6,10,55,14,January,2019
789,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,15:15,Ewallet,412.37,4.761904762,20.6185,9.7,9-10,15,15,17,January,2019
790,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,20:06,Credit card,46.41,4.761904762,2.3205,4.0,3-4,20,6,3,March,2019
791,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21,Credit card,274.2,4.761904762,13.71,9.2,9-10,20,21,15,February,2019
792,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,13:48,Credit card,973.7,4.761904762,48.685,4.9,4-5,13,48,15,January,2019
793,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52,Credit card,648.2,4.761904762,32.41,9.3,9-10,12,52,27,February,2019
794,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,12:28,Credit card,93.22,4.761904762,4.661,6.6,6-7,12,28,26,February,2019
795,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,16:26,Ewallet,54.36,4.761904762,2.718,4.3,4-5,16,26,15,March,2019
796,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,13:24,Cash,60.87,4.761904762,3.0435,5.5,5-6,13,24,24,January,2019
797,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,15:15,Cash,244.9,4.761904762,12.245,8.1,8-9,15,15,22,February,2019
798,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,10:50,Credit card,92.78,4.761904762,4.639,9.8,9-10,10,50,15,March,2019
799,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38,Ewallet,433.45,4.761904762,21.6725,9.4,9-10,18,38,11,February,2019
800,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,16:45,Ewallet,138.06,4.761904762,6.903,7.9,7-8,16,45,12,January,2019
801,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30,Ewallet,241.6,4.761904762,12.08,5.1,5-6,19,30,3,March,2019
802,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23,Ewallet,471.73,4.761904762,23.5865,6.9,6-7,13,23,23,March,2019
803,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,11:27,Cash,440.64,4.761904762,22.032,8.0,7-8,11,27,4,March,2019
